content ,original_id,from,date_created,sentiment,original_sentiment
komitmen Jokowi 3 layak BuruhPekerja indonesia kerja layak upah layak hidup layak putihJokowi HariBuruh   ,'461797474005291009','Presiden2014com','2014-05-01 16:21:12','Other','Other'
bakal cawapres Jokowi filosofi baju kena Jokowi eksklusif Indosiar pk2300 acara interupsi ,'461849008898457600','Presiden2014com','2014-05-01 19:45:59','Other','Other'
simak gebrakan nyata Jokowi pimpin tagar putihJokowi Relawan_jokowi ,'461657622618193920','Relawan_jokowi','2014-05-01 07:05:29','Other','Other'
Tweeps bilang pak Jokowi tidak abang benar kah simak putihJokowi putih kerja Relawan_j ,'461657542116909057','Relawan_jokowi','2014-05-01 07:05:09','Other','Possibly Positive'
anak isu ciprat duit Busway karat jawab Jokowi ,'461596156745629699','Presiden2014com','2014-05-01 03:01:14','Other','Other'
demo istana buruh tolak Jokowi jadi presiden ,'461807655053312000','Presiden2014com','2014-05-01 17:01:39','Other','Other'
gubernur dki jokowiPENIPU asal bunyi kait bakar pasar senen ,'461722584153718784','RigelD17','2014-05-01 11:23:37','Other','Other'
nasi kotak mu demo istana buruh tolak Jokowi jadi presiden ,'461807918069727232','ChatboxeVictory','2014-05-01 17:02:42','Other','Other'
ir Handoko Joko Widodo sederhana masalah jamin sehat buruh ,'461790106047639552','JokoBandiman','2014-05-01 15:51:55','Other','Possibly Negative'
ir Handoko Joko Widodo sederhana masalah jamin sehat buruh ,'461789381565501440','JokoBandiman','2014-05-01 15:49:02','Other','Possibly Negative'
Jokowi kritik rasa dosa Ingkari janji ,'461824590679777280','RigelD17','2014-05-01 18:08:57','Other','Other'
Megawati tekan konspirasi kader konglomerat hitam ,'461701785413898241','Presiden2014com','2014-05-01 10:00:58','Other','Other'
Megawati mulai ragu Jokowi ,'461694673296187393','Presiden2014com','2014-05-01 09:32:42','Other','Other'
cuti Jokowi mundur gubernur dki ,'461894413350735873','Presiden2014com','2014-05-01 22:46:24','Other','Possibly Negative'
Ryamizard_Ryacudu nyata siap Dampingi Jokowi ,'461884815277449216','wahyudi_sudibya','2014-05-01 22:08:16','Other','Other'
Garaara platform i donting ebotdet jokowi jadi sulit keluar tabiat bighotnya rasa rakyat adl Jasmev u ,'461561906742845440','Aak_Soe','2014-05-01 00:45:08','Other','Other'
moga papar guna guna gendam Dukung2 jokowi sembuh kembali sehat  ,'461558721445765121','Aak_Soe','2014-05-01 00:32:29','Other','Possibly Positive'
Mayday jokowi blusukan kjungi bruh skit ,'461779049686122497','blusukanjokowi','2014-05-01 15:07:59','Other','Possibly Negative'
selamat ats dideklarasikanya seknas perempuan dukung Jokowi 4 presiden PDI_Perj ,'461648022246420480','dwieyp11','2014-05-01 06:27:20','Other','Possibly Positive'
jelas presidium sekper ,'461565188206886913','umilasminah','2014-05-01 00:58:11','Other','Other'
Ahmad jokowi Prabowoical prediksi presiden indonesia datang cont ,'461747377431257088','Stakof','2014-05-01 13:02:08','Other','Other'
Jokowi warung bebek tepi sawah resmi relawan Semeton Jokowi Bali harap baru ndonesia ,'461746778568531968','wiwinini','2014-05-01 12:59:45','Negative','Negative'
perempuan perempuan dukung Jokowi  ,'461703701841715201','myatharva','2014-05-01 10:08:35','Other','Other'
dukung Jokowi pakai nalar bayar ikhlas setia ,'461785905460551680','IwanPiliang','2014-05-01 15:35:14','Other','Possibly Negative'
jadi presiden Jokowi punya mandat khusus untuk ipb ,'461665877876686849','GautamaMuhammad','2014-05-01 07:38:17','Other','Other'
Jokowi jenguk buruh alami celaka kerja ,'461796956415602688','abubakarsidiq77','2014-05-01 16:19:08','Other','Other'
Jokowi kritik Musrenbangnas ,'461732536528302081','LukasMarker','2014-05-01 12:03:09','Other','Other'
Jokowi dukung serikat tani indonesia ,'461797229766787072','abubakarsidiq77','2014-05-01 16:20:14','Other','Possibly Positive'
Jokowi prihatin nasib tani indonesia ,'461869923745013761','tmmontn','2014-05-01 21:09:05','Other','Other'
Jokowi tegas komitmen tiga layak untuk buruh ,'461840580687831040','sahalihindo','2014-05-01 19:12:29','Other','Other'
Jokowi selamat hari buruh dunia ,'461732624612855808','LukasMarker','2014-05-01 12:03:30','Other','Possibly Positive'
kembali pakai kemeja kotak kotak Jokowi terima puluh p  ,'461732451383926784','LukasMarker','2014-05-01 12:02:49','Other','Other'
NasDem Jokowi produk lokal ,'461839446648709122','sahalihindo','2014-05-01 19:07:59','Other','Other'
demo istana guru honorer minta Jokowi Prabowo jadi presiden ,'461739850278764544','suparman152017','2014-05-01 12:32:13','Other','Other'
jadi hebat tidak perlu menteren penting hati film Jokowi  ,'461834288124547072','luluhandayaniD','2014-05-01 18:47:29','Other','Possibly Negative'
buruh dukung jokowi demo istana buruh tolak Jokowi jadi presiden ,'461821299484942336','GautamaMuhammad','2014-05-01 17:55:52','Other','Other'
buruh dukung jokowi demo istana buruh tolak Jokowi jadi presiden ,'461822723371462656','abubakarsidiq77','2014-05-01 18:01:32','Other','Other'
Piye kbre mas bejo raisopopo perlu Jokowi ajar is Good ,'461717912701526016','M4ngU5il','2014-05-01 11:05:03','Other','Other'
astagfirullah orang jadi presiden Jokowi sindir raya hari buruh dng Hura hura  ,'461833736313516032','SangPemburu99','2014-05-01 18:45:17','Other','Other'
dukung boneka amerika serikat tani indonesia dukung Pencapresan Jokowi ,'461789245107994624','JokoBandiman','2014-05-01 15:48:30','Other','Other'
tipu kalo bis karat impor iya Jokowi gantung impor sapi ,'461580409629728768','iwkartika','2014-05-01 01:58:40','Other','Possibly Negative'
cc suka kampanye hitam relawan Jokowi balik arah dukung Prabowo ,'461790831104368640','eva1_anwar','2014-05-01 15:54:48','Negative','Negative'
slang dukung Jokowi Mahfud md  ,'461595676900458496','Presiden2014com','2014-05-01 02:59:20','Other','Other'
Nntn film Jokowi contoh cara bapak jokowi didik anak sifat calon suami cari ,'461560858783399936','Mhmmdriedwan','2014-05-01 00:40:58','Other','Other'
buruh ksn Jokowi Ical Prabowo pro buruh ,'461781759739179008','LukasMarker','2014-05-01 15:18:45','Other','Other'
ganjar Pranowo marah marah Jokowi dukung  ,'461678362344169473','EvitaMonica51','2014-05-01 08:27:53','Negative','Negative'
hari demo kait demo ingat hari buruh tanggap Jokowi ,'461765157127872512','LukasMarker','2014-05-01 14:12:47','Other','Possibly Positive'
Jokowi Effect anggap tekan dana kampanye Caleg PDIP ,'461912479803531264','LukasMarker','2014-05-01 23:58:11','Other','Possibly Positive'
KSPI dukung Prabowo spi sokong Pencapresan Jokowi ,'461781786855346176','LukasMarker','2014-05-01 15:18:52','Other','Other'
Nasdem damping Jokowi Kunjungi Gondangdia jadi cawapres untuk Jokowi d ,'461781653153525760','LukasMarker','2014-05-01 15:18:20','Other','Other'
soal demo hari buruh tanggap Jokowi gubernur dki nilai baik dana untuk demo hari ,'461733577827172352','LukasMarker','2014-05-01 12:07:18','Other','Possibly Positive'
Capres tepat untuk iya administrator akbar Tandjung AdeAbuka ,'461743000918315009','AdeAbukasim','2014-05-01 12:44:44','Other','Other'
lbh mirip baju anak mama baju kotak baru ala Jokowi ,'461748401345146880','moonlit_fashion','2014-05-01 13:06:12','Other','Other'
Jokowi mah talk less do more Prabowo aksi gbk Jokowi ,'461864603018752000','Adhityacgm','2014-05-01 20:47:57','Question','Question'
dukung Jokowi Abraham samad indonesia hebat bersih jokowisamad ,'461836789766828033','Hany_utanatesya','2014-05-01 18:57:25','Other','Possibly Positive'
Cuzz pak indonesia Barui Jokowi tipikal Ahok pas banget ,'461748878291636224','andawardhana','2014-05-01 13:08:06','Other','Other'
from the Indonesian Presidential candidate Jokowi riding a horse Reminds me of Putin in someway ,'461717639023181824','panca66','2014-05-01 11:03:58','Other','Possibly Positive'
payah banget Nonton jokowi wawancara Bloomberg hmm ngenas ,'461580063272468481','iwkartika','2014-05-01 01:57:17','Negative','Negative'
scmbg ajak dukung Jokowi buruh rasa tipu dukung capres PDIP Joko Widodo Jokowi anggap ,'461820248250150912','TheFreeVerse','2014-05-01 17:51:42','Positive','Positive'
Jokowi st berkaLii beliau mengatakn tidak MIKIR Jokowi blm s ,'461801498876198912','harunburniat','2014-05-01 16:37:11','Other','Other'
orang no 1 indonesia pak sby no 1 pak Jokowi nomor 1 d Officia ,'461874613350199297','HuseinIDOL8','2014-05-01 21:27:43','Other','Other'
Jokowi level sandal japit ,'461867493523324928','dedstopaz','2014-05-01 20:59:26','Other','Other'
maaf ye ane tidak ngefans sm jokowi kturunan cina pleased_nv ,'461819737266089984','wir0sableng_212','2014-05-01 17:49:40','Other','Possibly Positive'
alhamdulillah st wacana babe maju jadi Wapres Good idea palagi CaPres nya Jokowi tuju ,'461873310611959808','amzhonk','2014-05-01 21:22:33','Other','Possibly Positive'
goblok Kemendiknas nama Jokowi muncul UNAS kali soal tgkat SLTP ,'461656743877943296','poyanggaruda','2014-05-01 07:01:59','Other','Other'
Jokowi hari buruh kmana tidak nongol larang majikan cina nya ,'461796202623688704','Mister_Q26','2014-05-01 16:16:09','Question','Question'
ok hari buruh Prabowo unggul dbanding Jokowi jadi ,'461798956486246400','zulfikri_grx','2014-05-01 16:27:05','Other','Other'
saing kelompok katolik kristen kait Pencapresan Jokowi by ,'461665777125318656','GUBERNURKALTIM','2014-05-01 07:37:53','Other','Other'
cerdas bgt lol Jokowi dukung serikat tani indonesia ,'461734406806183936','Sarah_Pnd','2014-05-01 12:10:35','Other','Possibly Positive'
Jokowi kritik nilai rasa dosa ingkar sumpah ,'461849654250835968','nayacliquers','2014-05-01 19:48:32','Other','Other'
Great on Jokowi by ,'461631939149963264','Abdi_Nagari','2014-05-01 05:23:25','Other','Other'
Hihihii untuk pak kembali jadi imam makmum wanita kembali jalan benar p ,'461838386928443394','Presiden2014com','2014-05-01 19:03:46','Other','Other'
kalah Prabowo bebasin wilfrida hukum mati malay keren Jokowi jenguk buruh Kecelakaa ,'461849036576669697','RadenAriSuryadi','2014-05-01 19:46:05','Negative','Negative'
makan tuuh ketua SBSI Jokowi sok sokan dukung buruh  ,'461842932568305664','Presiden2014com','2014-05-01 19:21:50','Other','Possibly Positive'
Mencla mencle kangmas klemar klemer sih Presidenresiden014com relawan Jokowi balik   ,'461863505402920960','fey_kusmawan','2014-05-01 20:43:35','Other','Other'
Nnti tanya mbak mega Outsourcing cabut tidak buruh Jokowi janji upah la ,'461827367221338112','Presiden2014com','2014-05-01 18:19:59','Other','Other'
trauma Outsourcing lahir era mega buruh dukung Jokowi Capres ,'461843104429924355','Presiden2014com','2014-05-01 19:22:31','Other','Other'
takut ndak mikir nasib buruh demo istana buruh tolak Jokowi jadi presiden ,'461824222264688640','rudisengkey','2014-05-01 18:07:29','Other','Other'
Udahlah trusin gubernur ajee injek terus malaysia kangmas Klemar kle    ,'461732579045941248','fey_kusmawan','2014-05-01 12:03:20','Other','Possibly Positive'
jokowi presiden rakyat sejahtera aman JOKOWI jadi presiden ,'461662638905102336','mahmara','2014-05-01 07:25:25','Other','Other'
Jokowi pimpin yg rakyat nyata Jokowi jadi buruh ,'461565986328412160','wisnu_prgn','2014-05-01 01:01:21','Other','Other'
mari tanya Outsourcing lahir era mega buruh tolak Jokowi ,'461838548824387584','vandi_lee','2014-05-01 19:04:25','Other','Other'
TEAMFOLLOWBACK survei Ryamizard tepat jadi Cawapres Jokowi ,'461847199811637248','killeuuz','2014-05-01 19:38:47','Other','Other'
Siminanya jokowi mega wati ,'461851301551157248','Putrydyah_15','2014-05-01 19:55:05','Other','Possibly Negative'
Siminanya JokowiAhok ,'461846009610387456','ewin_abas','2014-05-01 19:34:04','Other','Other'
Wallahualambisowab alam nih pelangi sorot poster wajah Jokowi heboh warga ,'461681406452576256','sahalihindo','2014-05-01 08:39:59','Other','Other'
Tweeps Nonton Jokowi nowi ,'461909694332665856','PSMadiun','2014-05-01 23:47:07','Other','Other'
unggul CAPRES PRABOWO JOKOWI ,'461843312727445505','Presiden2014com','2014-05-01 19:23:21','Other','Possibly Negative'
unggul CAPRES PRABOWO JOKOWI by has been chirpified ,'461840065891532800','Hans_tvh','2014-05-01 19:10:26','Other','Possibly Negative'
PDIP koalisi ramping Jokowi kontra koalisi gemuk ,'461833586472001536','sahalihindo','2014-05-01 18:44:42','Other','Other'
slang Mahfud md cocok Dampingi Jokowi ,'461673371155968000','PSKabBandung','2014-05-01 08:08:03','Other','Possibly Positive'
pan dua hati Jokowi Prabowo ,'461805200987418624','ZainoelAnZa','2014-05-01 16:51:54','Other','Other'
buruh rasa tipu gera dukung Jokowi ,'461887447769415681','ARISDZULFIKRI','2014-05-01 22:18:43','Other','Possibly Negative'
demo psk Dolly susup kampanye Jokowi ,'461765149892698112','akuekaaj','2014-05-01 14:12:45','Other','Other'
Jokowi nilai lucut luka pkl ,'461700955227295745','agus1_satu','2014-05-01 09:57:40','Other','Other'
pan dua hati Jokowi Prabowo ,'461804261781692416','ARISDZULFIKRI','2014-05-01 16:48:10','Other','Other'
ratus buruh sambangi rumah nas Jokowi ,'461635146202873857','wigRahman','2014-05-01 05:36:10','Other','Other'
revolusi jongos jadi presiden Jokowi laku revolusi mental ,'461695809688330240','LenteraMerahPut','2014-05-01 09:37:13','Other','Other'
Megawati Jokowi jadi bahan demo buruh ,'461876257081147392','irham_nasution','2014-05-01 21:34:15','Other','Other'
beda statemen pintar bodoh nuh ragu Esemka Jokowi bangga ,'461895275800297472','Presiden2014com','2014-05-01 22:49:50','Other','Other'
betul jatim susup jokowi awas politik ,'461822737632071680','tysonaly81','2014-05-01 18:01:35','Other','Other'
Buzer jokowi bilang presiden minoritas ancam bnr presiden mayoritas tera ,'461812036788555776','Presiden2014com','2014-05-01 17:19:04','Other','Other'
pintar Prabowo banding Jokowi tua ,'461683680092516352','Syukriiwan','2014-05-01 08:49:01','Other','Other'
iblis dukung jokowi Astaqfirullah  ,'461792570016665600','SangPemburu99','2014-05-01 16:01:43','Other','Other'
dukung anti islam muslim tolol kayak pantes bbq haahhahah ht ,'461785323463135233','SangPemburu99','2014-05-01 15:32:55','Other','Other'
Jokowi pintar bohong pintar nyulik pintar Prabowo ba ,'461717750688530432','achonk_long','2014-05-01 11:04:24','Other','Possibly Negative'
Jokowi jelek Jokowi jelek capres super jelek ,'461683709372932097','Syukriiwan','2014-05-01 08:49:08','Other','Possibly Negative'
may day malang buruh usung isu Capres ,'461774692815503360','achonk_long','2014-05-01 14:50:40','Other','Possibly Negative'
mobil ESEMKA JOKOWIDODO written by ,'461612848754327552','joeragan2013','2014-05-01 04:07:34','Other','Possibly Negative'
Negeri betul miskin moral orang bohong tipu sanjung harap orang munafik ,'461718258971078656','achonk_long','2014-05-01 11:06:25','Negative','Negative'
program nuh diklain jokowi nuh ragu Esemka Jokowi bangga Esemka ,'461884259091763200','abdoelmarwin','2014-05-01 22:06:03','Other','Other'
proyek bohong nyata jokowi betul miskin moral mobil ESEMKA JOKOWIDODO written by ht ,'461564110396612609','rivaalfarizy','2014-05-01 00:53:54','Other','Other'
dukung kaum intelektual hadap terus alir komunitas alumni itb alumni Trisaksi nyata d ,'461846767995076608','Ki_Persian','2014-05-01 19:37:04','Other','Possibly Positive'
Indonesis tdk butuh investor sengsara rakyat inget jokowi mo ,'461762598900203520','Ban9_iful','2014-05-01 14:02:37','Other','Possibly Negative'
kepedean Jokowi berani ambil Tindakan populis ,'461762275582291968','Ban9_iful','2014-05-01 14:01:20','Other','Other'
tni tidak pecat jadi antek cina keparat Aymee_8 ,'461808012567392257','Aymee_88','2014-05-01 17:03:04','Other','Other'
pks fitnah Jokowi orang kristen ibu adik ps jelas kristen fitnah ingkar jabat Aher sami mawonJK ,'461675531428052992','JKW4Ind','2014-05-01 08:16:38','Other','Other'
tampang muka Jokowi tani banget bahasa bahasa tani Lhaa capres kelompok elit JKWaInd ,'461857963310088193','JKW4Ind','2014-05-01 20:21:34','Other','Other'
ibu ibu warga Depok tolak Pencapresan Jokowi  ,'461562960318853120','inDEPOKcity','2014-05-01 00:49:19','Other','Other'
jokowi mudah temu ut jumpa kemarin dukung ,'461740402530217984','AgueroJanuari','2014-05-01 12:34:25','Other','Other'
buruh jokowi dukung tidak ikan uang rp rsorb ,'461849128914657280','weftradiasriel','2014-05-01 19:46:27','Other','Other'
suka kampanye hitam relawan Jokowi balik dukung Prabowo ,'461829007978151938','tysonaly81','2014-05-01 18:26:30','Other','Possibly Negative'
KSPI buruh Jatim jebak deklarasi Pencapresan Jokowi ,'461714624191406080','iwanDimatoel','2014-05-01 10:51:59','Other','Other'
survei Ryamizard Cawapres kuat untuk Jokowi ,'461723279351218176','garudaputih3','2014-05-01 11:26:22','Other','Other'
boong khianat suka kampanye hitam relawan Jokowi balik arah Prabowo ,'461792525125050368','SangPemburu99','2014-05-01 16:01:32','Negative','Negative'
rem banget mang penting jil Jokowi vs penting bangsa Prabowo by ,'461802270187737088','M4ngU5il','2014-05-01 16:40:15','Other','Other'
Bimbim slang Jokowi Capres ideal ,'461704588731883520','faleyyy','2014-05-01 10:12:06','Other','Other'
dukung tuduh cipta opini publik media sosial cinta hadap orang j ,'461731397510500352','jokowi_do2014','2014-05-01 11:58:38','Other','Other'
gw dukung slang slang dukung Jokowi Mahfud md  ,'461580542119776256','Presiden2014com','2014-05-01 01:59:11','Other','Other'
it is so mengawang PDIP needs good technocrats to make programs mata hati Megawati telur Jokowi ,'461573231531393024','rismahaswa','2014-05-01 01:30:08','Other','Other'
True leadership Jokowi tolak Ical jawab Prabowo hadiri hari buruh ,'461815994709573632','sugiyono86','2014-05-01 17:34:47','Other','Other'
dlm rangka Jokowi Bezuk buruh yg sakit ,'461802741203877888','sakezya99','2014-05-01 16:42:08','Other','Other'
pilihjokowi buruh dukung JOKOWI jadi presiden calon presiden indonesia 2014 Jokowi ,'461571113458225152','CyberSg','2014-05-01 01:21:43','Other','Other'
detikcom 130 an alumni Trisakti nyata dukung Jokowi  ,'461571747725074433','CyberSg','2014-05-01 01:24:14','Other','Possibly Positive'
Recomended Tweeps ayo sebar Riingkasan buku SUJIATMI ibunda JOKOWI by ,'461837222547714048','SaveIDN','2014-05-01 18:59:09','Other','Other'
cus Indosiar Jokowi rapat ,'461902886998265856','penikhairunnisa','2014-05-01 23:20:04','Other','Other'
prestasi jokowi ria rio kurangi banjir tempat wisata  ,'461584720375975936','Alzeroo1','2014-05-01 02:15:47','Other','Possibly Negative'
hari buruh 1 mei kecewa ump dki buruh usung keranda Jokowi Ahok  ,'461791095811108864','PrijantoRabbani','2014-05-01 15:55:51','Other','Possibly Negative'
hari buruh 1 mei may day Jokowi sebut aksi turun jalan rugi buruh ,'461649450503774208','ObrolanSolo','2014-05-01 06:33:00','Other','Possibly Negative'
hari demo kait demo ingat hari buruh tanggap Jokowi ,'461749752028094464','DennyVokalis','2014-05-01 13:11:34','Other','Possibly Positive'
tyt kaum buruh pintar Megawati Jokowi jadi bahan demo buruh ,'461839164464308225','Dunia_Que','2014-05-01 19:06:52','Other','Other'
ajak dukung Jokowi buruh rasa tipu ,'461821974004518912','IDTegas','2014-05-01 17:58:33','Other','Other'
Elit Golkar rapat Jokowi ,'461896959817564160','Nino_Widjojanto','2014-05-01 22:56:31','Other','Other'
soal kemeja putih Dahlan Iskan bangga tiru Jokowi ,'461892615340711937','miekha17','2014-05-01 22:39:15','Other','Other'
punya visi daulat pangan jadi salah satu fokus Jokowi kata ,'461752594864427008','cak_nawi','2014-05-01 13:22:52','Other','Possibly Negative'
diskusi ketua umum spi Mugi Ramanu ketua mwp spi ,'461731113598078976','indralubis04','2014-05-01 11:57:30','Other','Other'
diskusi ketua umum spi Mugi Ramanu ketua mwp spi Mampang 14 Jaksel ,'461729261431169024','LPKKN_TgBalai','2014-05-01 11:50:09','Other','Other'
buku visi daulat pangan indonesia 2014 20-204 hadiah  ,'461759489541029888','PetaniGigin','2014-05-01 13:50:16','Other','Other'
Sebastian Anggal ntt Marzuki Yogya 2 tani spi sesi tanya jawab ,'461751214556717056','PDI_Perjuangan','2014-05-01 13:17:23','Other','Other'
siang sekretariat dpp spi Mampang Jaksel datang pak pict via ,'461751371134283777','PDI_Perjuangan','2014-05-01 13:18:00','Other','Other'
Tuips ikut tuit 5 pokok bahas daulat pangan spi lengkap infografiknya ,'461766048484556800','mashpur','2014-05-01 14:16:19','Other','Other'
Jokowi pasang Riyamizard Eddy Santana juang keras ketua dpd PDIP Sumsel ir h Eddy Santana Putr ,'461822151780077568','Reza_ISantoso','2014-05-01 17:59:15','Other','Other'
padu Jokowi Ryamizard pasang wawas nusantara  ,'461857279071887360','Muspiar','2014-05-01 20:18:50','Other','Other'
sby elu minat rakyat presiden akhir nyata tidak suai ekspektasi Jokowisemoga seja  ,'461781837694513153','Presiden2014com','2014-05-01 15:19:04','Other','Other'
ra jelas Ndak mikir coprascapres Jokowi jadi presiden ,'461579199019356161','iwkartika','2014-05-01 01:53:51','Other','Possibly Negative'
2Tim unt investigasi nama Jokowi masuk soal un Soaloal smp nama Jokowi tarik untuk ganti AyoTolak ,'461673565733912576','AyoTolakUN','2014-05-01 08:08:50','Other','Other'
bakar lihat ditengah kerumun buruh tiba muncul Jokowi ,'461668107329622016','marimar_auw','2014-05-01 07:47:08','Question','Question'
janji Jokowi wujud tiga layak buruh Tribunnews  ,'461713630057476097','TalkAboutBALI','2014-05-01 10:48:02','Other','Other'
alhamdulillah Rakayat sadar benar Presidenresiden014com ,'461903260761071616','Presiden2014com','2014-05-01 23:21:33','Other','Possibly Positive'
biar Sebahagian aktivis kiri dukung Jokowi lupa dosa sosial Megawati hadap buruh Presidenresiden014com ,'461906248556744704','Presiden2014com','2014-05-01 23:33:26','Other','Other'
pilih jokowi pilih Megawati mna tanggap Jokowi mayday Presidenresiden014com ,'461903365035675648','Presiden2014com','2014-05-01 23:21:58','Other','Possibly Positive'
dasar Neolib jadi presiden Jokowi hapus subsidi bbm ,'461721081548922880','jojontravolta','2014-05-01 11:17:38','Other','Other'
jelas bang ayo simpul ,'461749851533754368','tysonaly81','2014-05-01 13:11:58','Other','Possibly Positive'
ayo bang lanjutin diksusi ,'461731970444054528','PartaiSocmed','2014-05-01 12:00:55','Other','Other'
Gimana Jokowi jadi presiden gampang salah cara Ngawur ,'461767915142803456','gingin_lugina','2014-05-01 14:23:44','Question','Question'
Jokowi ragu hapus outsourcing ,'461767323825614848','gingin_lugina','2014-05-01 14:21:23','Other','Other'
konsisten tidak dkung jokowi minta kdatangan krumaha tidak dmanfaatkan sbagai upaya mncari dkungan politik ,'461767758611353600','gingin_lugina','2014-05-01 14:23:07','Other','Possibly Positive'
Nyapres wasekjen mui sebut jokowi pimpin dusta ,'461767539840671744','gingin_lugina','2014-05-01 14:22:15','Other','Possibly Negative'
walah Pridennya Jokowi harga bbm naik Boong ,'461767914622709760','gingin_lugina','2014-05-01 14:23:44','Other','Possibly Positive'
4 unggul jk damping Jokowi ,'461800412715053056','relawanJK','2014-05-01 16:32:52','Other','Possibly Negative'
Munir racun pesawat Jend Hendro jadi kabin nih Jokowi sang jenderal ,'461618393200607232','ArifinnRchmn','2014-05-01 04:29:36','Other','Other'
anak ibu Capres Jokowi pasang cawapres Megawati ,'461769636380282880','kabarpolitik','2014-05-01 14:30:35','Other','Possibly Positive'
bayar jokowi om mgkin sdah gede om rubah haluan h ,'461841605755154432','Kigedeingsuro','2014-05-01 19:16:34','Other','Possibly Negative'
silah pilih suai senang tidak untuk jokowi JASMEV ,'461814981437427713','dzakiarif','2014-05-01 17:30:46','Other','Other'
Cucok sst Outsourcing lahir era mega buruh tolak Jokowi ,'461788843415310337','herilaregrage','2014-05-01 15:46:54','Other','Possibly Positive'
emoh pilih jokowi pilih mbok mega ya pancen benar lha anak kandung ideologis nya ,'461884426168074240','aenul_tgl','2014-05-01 22:06:43','Question','Question'
Megawati pakai topeng den Xiao k demo pakai topeng Jokowi buruh sindir Megawati ju ,'461901768582918144','Presiden2014com','2014-05-01 23:15:38','Other','Other'
ngaco orang bicara sembarang ah jok Jokowi demo baik buruh patungan beli ambulans htt ,'461828347308158976','abdulrahmanhan4','2014-05-01 18:23:53','Other','Possibly Positive'
penting jil Jokowi vs penting bangsa p is Excellent ,'461767502599421952','M4ngU5il','2014-05-01 14:22:06','Other','Other'
bersih kali cipinang jatinegara ,'461585224061562880','satlaktimur','2014-05-01 02:17:47','Other','Other'
presiden jokowi kerja buruh demo gak si anis cari bini muda ,'461766290709835776','sekuler_dong','2014-05-01 14:17:17','Other','Other'
mr Jokowi were coming ,'461634156376514561','Abdi_Nagari','2014-05-01 05:32:14','Other','Other'
SBSI Jokowi nol besar mata buruh SBSI 199199 sebut gubernur dki Joko Widodo tidak perlu b ,'461847311828533250','nakulasadewa79','2014-05-01 19:39:14','Other','Other'
bukti dar orasi Jokowi datang rumah buruh ,'461823046450286592','abubakarsidiq77','2014-05-01 18:02:49','Other','Other'
lintir berita relawan Jokowi balik arah dukung Prabowo ,'461781412127838208','FerinataH','2014-05-01 15:17:22','Other','Possibly Negative'
sbg orang iman jgnlah suka tuduh bukti jadi fitnah jokowi dusta rakyat ,'461868746110296065','Ariefm22','2014-05-01 21:04:24','Other','Other'
Jokowi putus akhir pilih cawapres saring tang Jokowi ,'461758937352531968','wilsonsun','2014-05-01 13:48:04','Other','Other'
Bener Kotakotak gtu rebet Jokowi nak kemeja kotak kotak baru  ,'461725307037184000','Farmillaa','2014-05-01 11:34:26','Question','Question'
iya tidak suka Jokowi pilih anis Matta Fahri hamzah jadi Capres ,'461559865207701504','DeliaPK','2014-05-01 00:37:01','Other','Possibly Negative'
demo Grahadi kerja gang Dolly pakai pin Jokowi forum kerja lokalisasi fpl tepat janji ,'461838806371794944','inSURABAYAcity','2014-05-01 19:05:26','Other','Other'
hari buruh 1 mei may day Jokowi jenguk buruh kapar rumah ,'461872409810071552','rightxwant','2014-05-01 21:18:58','Other','Other'
Aamiin presiden KSPI Smoga tuhan jadi Prabowo presiden ,'461836071181897728','Presiden2014com','2014-05-01 18:54:34','Other','Other'
bu mega puan diam biar Jokowi kasak kusuk koalisi  ,'461712472698019840','puspa_dewipuspa','2014-05-01 10:43:26','Positive','Positive'
Outsourcing lahir era mega buruh tolak Jokowi ,'461768369088114688','ibancell','2014-05-01 14:25:33','Other','Other'
Jokowi dukung aksi Ngamuk ganjar Pranowo ,'461693214869561345','davearga','2014-05-01 09:26:54','Other','Other'
politikus NasDem sebut saing galau lihat popularitas Jokowi ,'461717635944574976','bagsdew','2014-05-01 11:03:57','Other','Other'
relawan deklarasi poros Jokowi ntt ,'461857449213829121','HataSaha','2014-05-01 20:19:31','Other','Possibly Negative'
JokowiTak program sby terus ,'461638124792074240','sukriston','2014-05-01 05:48:00','Other','Possibly Positive'
besok 2 mei hari didik ngajar Cawapres Jokowi rangkul golong buruh ,'461902217260183553','ovili','2014-05-01 23:17:24','Positive','Positive'
penting jil Jokowi vs penting bangsa Prabowo by ,'461734510258688000','hafidz_ary','2014-05-01 12:11:00','Other','Other'
jokowi tidak jadi presidenjanji tidak bukti ,'461712291172347904','galihsamprihadi','2014-05-01 10:42:43','Other','Possibly Positive'
aojt buruh dipolitisir MPapahan st jadi presiden Gerindra ,'461903054443278336','Presiden2014com','2014-05-01 23:20:44','Other','Possibly Negative'
relawan Jokowi balik arah dukung Prabowo ,'461774205596348416','nayacliquers','2014-05-01 14:48:44','Other','Possibly Negative'
nama Jokowi soal un tunggu senin jaka a PRLM menteri didik budaya m nuh tidak membanta  ,'461873703169839104','inJAKARTAcity','2014-05-01 21:24:06','Other','Other'
detik merah Jokowi ganjar 5 gubernur harga tidak 7 gubern ,'461736594941415424','SoniaAtika','2014-05-01 12:19:17','Other','Possibly Negative'
lol harap banget pak Jokowi hadir demo buruh terus orasi bubar outsourching ,'461752266869841921','gatse8','2014-05-01 13:21:34','Other','Other'
